1781,10,.tif
45	0.9702
30	0.9857
78	0.9072
86	0.9460
43	0.9271
56	0.9674
79	0.9325
81	0.9227
87	0.9911
78	0.9693
52	1
90	0.8997
91	0.9868
204	0.9502
175	0.9666
84	0.9240
78	0.9547
76	0.9803
68	1
72	1
137	0.9629
136	0.9669
55	0.9928
42	1
80	0.9444
82	1
84	0.9569
84	0.9109
72	0.9433
55	0.9675
39	0.9488
51	0.9629
30	0.9857
44	0.9487
55	0.9333
97	0.9696
31	0.9838
45	0.9510
80	0.9444
72	0.9433
81	0.9914
69	0.9392
69	0.9608
68	0.9623
102	0.9429
206	0.9382
160	0.9987
88	1
57	0.9847
74	1
96	1
63	0.9826
77	1
76	0.9652
83	0.9798
68	0.9623
46	0.9721
54	0.9748
65	0.9350
52	0.9818
48	0.9865
59	0.9202
60	0.9520
42	1
90	0.9900
100	0.9244
52	1
59	0.9594
104	0.9742
112	0.9725
8	1
7	1
143	0.9163
132	0.9652
69	0.9040
87	0.9434
116	0.9364
201	0.9577
174	0.9474
84	0.9431
64	0.9814
56	0.9503
56	0.9674
74	0.9913
80	0.9586
94	0.9526
99	0.9577
64	0.9582
52	1
59	0.9764
52	1
61	0.9514
58	1
53	0.9745
46	0.9453
41	0.9974
87	0.9434
69	0.9926
45	0.9069
44	0.9964
97	1
118	0.9938
9	1
10	1
102	0.9554
131	0.9579
58	0.8745
59	0.9362
121	0.9484
184	0.9271
195	0.9598
92	0.9508
58	0.9203
47	0.9472
63	0.9660
83	0.9130
83	0.9945
92	0.9196
35	0.9465
22	0.9880
58	1
53	1
53	1
45	1
40	1
69	0.9765
43	0.9087
41	0.9097
40	0.9058
33	1
48	0.9674
55	0.9502
27	1
32	0.9912
25	0.9545
33	0.8924
64	0.9057
80	0.9586
35	1
43	1
113	0.9517
213	0.9488
173	0.9325
101	0.9461
57	0.9269
74	0.9196
83	0.9455
103	0.9226
105	0.9405
89	0.9651
49	1
28	1
52	0.9818
55	0.9502
53	1
74	0.9545
51	0.9813
44	1
55	0.9928
28	1
37	1
30	0.9520
72	0.9800
68	1
19	1
29	1
37	1
27	0.9674
57	0.8740
47	0.9933
40	0.8875
55	0.9675
79	0.9466
209	0.9827
186	0.9690
77	0.9932
64	0.9057
74	0.9695
89	0.9327
91	0.9537
120	0.9807
100	0.9805
84	0.9916
78	0.9693
59	1
57	0.9847
54	0.9748
46	0.9271
63	0.9826
66	0.9882
19	1
17	0.9849
40	0.8875
44	0.9964
128	0.9745
86	0.9326
32	0.9912
87	0.8991
41	0.9765
47	0.9472
121	0.9648
101	1
44	0.9964
101	0.9587
101	0.8883
145	0.9050
171	0.9445
113	0.9812
102	0.9554
105	0.9405
85	0.9486
102	0.9554
113	0.9517
108	0.9800
110	0.9982
71	0.9511
68	1
49	0.9180
39	1
47	1
29	1
34	0.9944
25	1
22	1
34	0.9195
50	0.9620
141	0.9641
129	0.9821
43	0.9087
82	0.9341
43	1
49	0.9080
121	0.9767
134	0.9798
73	0.9936
76	0.9302
89	0.9327
172	0.9500
191	0.9718
89	0.9651
118	0.9362
116	0.9770
103	0.9521
100	0.9805
98	0.9480
119	0.8953
122	0.9562
62	0.9129
77	0.9569
38	1
46	0.9721
47	0.9933
42	0.9511
41	0.9285
54	0.9748
53	1
19	1
20	0.9942
54	1
28	1
52	0.9818
52	0.9562
34	0.9405
33	1
58	0.9431
85	0.9350
26	1
35	0.9465
103	0.9521
211	0.9113
187	0.9514
122	0.9562
94	0.9715
111	0.9348
97	0.9259
90	0.9900
118	0.9643
122	0.9288
139	0.9613
78	0.9207
48	0.9865
40	1
65	1
41	0.8665
24	0.9413
35	0.8778
48	0.9674
63	0.9433
20	1
17	1
34	0.9944
47	0.9472
17	1
85	0.9543
55	0.9928
43	0.9271
59	1
72	0.9144
26	0.9927
57	0.9433
80	0.8675
205	0.9049
176	0.9392
99	0.9273
80	0.9248
92	0.9324
61	0.9133
71	1
33	1
33	1
48	1
19	1
56	0.9674
45	0.9984
17	1
14	0.9925
28	1
63	0.9826
35	0.9465
55	0.8790
47	1
33	0.8924
10	1
16	1
21	1
29	1
49	1
82	0.9341
81	0.9094
104	0.9437
79	0.9325
78	0.9693
84	0.9569
190	0.9762
211	0.9610
79	0.9466
98	0.9932
84	0.9569
76	0.9445
74	1
37	1
32	1
34	1
22	1
42	1
29	1
17	1
18	1
34	0.9944
61	0.9514
36	0.9736
32	0.9912
35	1
28	1
17	0.9849
16	1
21	1
30	1
61	0.8982
58	0.9598
85	0.9826
117	0.9854
64	0.9424
77	0.9569
84	0.9109
204	0.9502
167	0.9796
97	0.9830
81	0.9562
63	1
29	0.9770
33	1
93	0.9611
94	1
71	1
64	0.9982
68	0.9623
37	1
43	0.9271
34	0.9944
57	0.9672
87	0.9911
31	0.9602
59	0.9764
30	0.9857
23	0.9377
23	1
28	1
26	0.9927
33	1
37	0.9001
65	0.9414
65	0.9732
49	0.9686
63	0.9660
79	0.9325
90	0.8997
201	0.9450
169	0.9430
98	0.9609
75	1
78	1
30	1
26	1
99	0.9152
77	0.9932
68	1
49	1
71	0.9664
75	1
55	0.9928
77	0.9717
55	0.9502
27	1
34	1
70	0.9378
37	0.9785
25	1
28	0.9200
28	0.9433
32	0.9359
42	0.9318
54	0.9748
50	0.9440
46	0.8685
53	0.8993
54	0.9748
59	0.8834
84	0.9431
190	0.9263
162	0.9852
114	0.9899
108	0.9674
63	0.9826
83	0.9595
74	0.9545
35	1
31	1
83	0.9798
74	0.9545
78	0.9906
80	1
7	1
0	0
25	1
24	1
53	1
33	0.9430
84	1
91	0.9868
27	1
21	1
21	1
32	1
44	0.9964
50	0.9620
25	1
32	1
66	0.9340
84	0.9916
80	0.9942
199	0.9664
184	0.9681
114	0.9774
73	0.9779
92	0.9642
89	0.9327
89	0.9790
46	0.9918
32	1
64	0.9814
87	0.8991
45	0.9510
77	0.9226
0	0
7	1
32	1
30	0.9857
106	1
40	1
104	0.9437
85	0.9543
35	0.8778
35	0.9465
26	0.9927
43	1
68	0.9623
65	0.9732
31	0.8858
30	1
69	0.9392
92	0.9778
90	0.9432
186	0.9690
161	0.9688
116	0.9648
79	0.9325
60	0.9589
79	0.9325
81	0.9562
63	0.9433
68	0.9623
78	0.9843
65	0.9199
79	0.9325
61	0.9919
84	0.9569
67	1
31	1
42	0.9318
120	1
40	1
53	1
65	0.9199
19	1
23	1
47	1
71	0.9511
43	0.9087
38	0.9050
43	1
43	0.9738
127	0.9554
143	0.9778
89	0.9459
172	0.9500
163	0.9324
101	0.9771
69	0.9765
74	1
81	0.9705
65	0.9571
86	0.9326
50	1
76	0.9302
54	1
79	0.9818
69	1
72	0.9800
90	0.9900
49	0.9686
34	0.9716
59	0.9594
57	0.9269
51	1
62	0.9838
33	1
33	1
45	1
68	0.9468
39	0.9288
37	0.9279
42	0.9055
60	0.8835
145	0.9649
137	0.9740
98	0.9796
186	0.9155
172	0.9738
94	0.9217
90	0.9900
74	0.9196
64	0.9982
47	0.8874
54	1
64	0.8711
58	1
51	1
49	1
49	1
24	1
27	1
58	0.9046
61	0.9919
68	0.9623
34	0.9716
88	1
53	0.9745
70	0.9906
76	0.9652
24	1
39	1
67	0.9482
94	0.9526
47	0.9933
40	0.9731
83	0.9455
50	0.9620
100	0.9492
187	0.9514
168	0.9855
105	0.9528
95	0.9628
94	0.9851
66	1
70	0.9906
72	0.9433
64	0.9057
58	0.9598
60	1
36	1
74	0.9196
29	0.9770
28	1
54	0.9163
69	0.9392
59	0.9047
54	1
68	0.9623
62	0.9507
67	0.9267
97	0.9384
41	1
45	0.9069
68	1
68	0.9623
67	0.9482
59	0.9202
75	0.9321
88	0.9543
78	0.9906
182	0.9576
172	0.9365
132	1
139	0.9882
146	0.9716
85	1
91	0.9537
72	0.9645
50	0.9884
35	1
53	0.9156
32	0.9677
37	0.9279
80	0.9586
63	0.9826
67	1
64	0.9982
39	1
41	1
67	1
99	0.9707
60	0.9757
68	0.9256
62	0.9670
71	0.9511
40	0.9058
78	0.9693
63	0.9660
82	0.9825
33	1
36	1
106	0.9495
170	0.9163
175	0.9908
141	0.9383
148	0.9849
160	0.9485
78	0.9693
88	1
92	0.9642
77	0.9425
48	0.9674
36	0.9736
50	1
50	0.9620
39	0.9288
64	0.9982
68	0.9623
72	0.9800
44	1
57	0.9433
88	1
83	0.9945
59	0.9594
73	0.9779
90	1
70	0.9378
67	0.9866
69	0.8763
69	0.9608
59	0.9047
34	1
36	1
98	0.9480
189	0.9616
177	0.9541
121	0.9767
104	1
78	1
95	0.9818
105	0.9405
19	1
19	1
45	0.9702
41	0.9974
44	0.9299
39	1
32	0.9677
25	1
17	0.9849
21	1
57	0.9433
66	0.9340
99	0.9707
87	0.9434
45	0.9510
41	0.9765
58	0.9431
87	0.9570
65	0.9571
63	0.8916
33	1
41	0.9479
82	0.9020
78	0.9346
86	0.9460
190	0.8933
182	0.9810
111	0.9763
87	0.9570
103	0.9964
103	0.9964
112	0.9725
15	1
10	1
56	0.9503
63	0.9826
71	0.9158
79	0.9818
53	0.9567
63	0.9433
28	1
18	1
40	1
50	0.9620
123	0.9929
74	0.9695
37	0.9279
28	1
85	1
108	0.9096
77	0.9932
78	0.9906
43	0.9738
40	0.9526
79	0.9325
86	0.9797
94	0.8805
167	0.9553
192	0.9542
124	0.9719
140	0.9316
153	0.9305
121	0.9212
113	0.9350
106	0.9929
96	0.8992
67	0.9866
31	1
10	1
9	1
70	0.9528
62	0.9670
59	0.9764
67	0.9267
39	1
86	0.9460
41	0.9974
47	0.9933
44	0.9964
59	1
40	1
37	1
59	0.9594
85	1
70	0.9747
107	0.9584
63	0.8916
63	0.9660
172	0.9179
148	0.9484
166	0.9398
185	0.9638
130	0.9506
156	0.9387
116	0.9250
110	0.9552
98	0.9932
87	0.9247
66	0.9882
55	1
12	0.9674
14	1
72	0.9287
73	0.9779
56	1
87	0.9768
70	0.9378
84	0.9916
39	0.9781
32	1
53	0.9745
65	0.9051
35	1
33	0.9652
50	0.9620
74	0.9758
77	0.9932
69	0.9608
64	0.9206
53	1
89	0.9459
178	0.9183
171	0.9782
138	0.9436
83	0.9595
85	1
78	0.9547
84	0.9240
79	0.9466
69	1
77	0.8772
75	0.9674
59	0.9202
50	0.9620
76	0.9445
71	1
19	0.9445
20	1
45	1
69	0.9244
82	0.9825
83	0.9798
56	0.8734
45	0.9984
46	0.9918
53	1
60	1
60	0.9358
123	0.9929
104	0.9742
48	1
99	0.9577
97	0.9384
194	0.9549
161	0.9444
142	0.9449
102	0.9867
75	0.9674
80	0.9444
90	0.9760
68	0.9256
74	1
93	0.9611
58	0.9842
82	0.9341
67	0.9329
59	0.9202
92	0.9642
14	1
15	0.9425
59	1
67	0.9329
125	1
123	0.9929
57	1
33	1
45	0.9069
62	0.9670
48	0.8665
63	0.9996
106	0.9929
107	1
77	0.9569
89	0.9790
95	0.9190
182	0.9170
195	0.9691
114	0.9899
118	0.9525
120	0.9807
77	0.9932
83	0.9798
51	0.9629
75	0.9674
55	0.9675
66	1
97	0.9696
77	1
47	0.9291
59	1
83	0.9945
76	0.9445
59	1
64	0.9582
116	1
94	0.9851
45	0.9069
34	0.9944
27	1
40	0.9731
25	1
30	1
35	1
58	0.9431
46	0.9642
84	0.9916
92	0.9324
171	0.9681
183	0.9534
138	0.9699
112	0.9603
168	0.9610
71	0.9664
76	1
62	0.9838
86	0.9797
91	0.9537
52	1
87	0.9570
94	0.9851
45	1
47	0.9933
60	0.9757
60	0.9358
48	0.9235
75	0.9674
98	0.9480
99	0.9577
47	0.9291
60	0.9358
36	0.9736
59	0.9202
26	0.9927
35	1
43	0.9942
56	1
61	0.9919
82	0.9680
110	0.9675
185	0.9734
179	0.9887
132	0.9931
90	0.9900
92	0.9642
77	0.9932
79	0.9325
80	0.9586
65	1
55	1
40	0.9058
59	1
54	0.9929
38	1
30	0.9857
56	0.9851
72	1
67	0.9638
74	0.9545
120	0.9405
112	0.9851
68	0.9468
95	0.9956
40	0.9526
90	0.9432
71	0.9664
60	0.9358
47	0.9472
46	0.9918
41	1
46	0.9721
89	0.9651
173	0.9653
182	0.9810
138	0.9699
66	0.9340
107	1
104	0.9437
86	0.9655
89	0.9020
91	0.9868
56	0.9674
47	0.9933
60	0.9757
62	0.9670
31	1
30	0.9857
70	0.9171
54	0.9929
72	0.9800
64	0.9424
128	0.9359
116	0.9770
72	0.9645
69	0.9392
73	0.9936
66	0.9340
90	0.9248
58	0.9842
53	0.9394
48	0.9865
50	1
43	0.9942
92	0.9642
192	0.9768
196	0.9648
143	0.9516
106	0.9929
98	0.9480
77	0.9226
108	0.9800
81	0.9562
87	0.9434
108	0.9800
80	0.9444
62	0.9838
82	0.9680
56	0.9503
63	1
88	0.9543
67	0.9482
36	0.9736
56	0.9674
26	1
25	1
72	1
49	0.9875
42	1
47	0.9933
79	0.9969
81	0.9562
59	0.9594
81	0.9914
61	0.9354
90	0.9760
125	0.9679
183	0.9311
214	0.9747
143	0.9778
99	0.9273
124	0.9719
95	0.9956
101	0.9587
106	0.9204
93	0.9747
124	0.9719
105	0.9835
88	1
88	0.9680
75	0.9525
83	0.9654
76	0.9445
88	0.9543
55	0.9502
53	0.9745
26	1
28	1
64	0.9582
74	0.9695
53	1
36	0.9736
79	0.9325
92	0.8900
92	0.9976
79	1
94	0.9715
114	0.9899
122	0.9288
193	0.9592
193	0.9074
172	0.9500
143	0.9516
211	0.9399
134	0.9527
127	0.9669
106	0.9619
129	0.9821
137	0.9367
106	0.9619
83	0.9798
94	1
102	0.9867
97	0.9696
96	1
119	0.9725
117	0.9444
107	1
98	0.9932
86	0.9326
100	0.9674
120	0.9687
97	0.9696
98	0.9796
112	0.9433
113	0.9638
109	0.9345
129	0.9433
125	0.9404
138	0.9436
155	0.9327
211	0.9399
243	0.9283
216	0.8936
209	0.9519
192	0.8826
202	0.9716
183	0.9534
183	0.9534
190	0.9535
186	0.9690
188	0.9254
161	0.9688
189	0.9523
176	0.9721
165	0.9679
186	0.9371
181	0.9524
168	0.9279
163	0.9462
167	0.9553
141	0.9533
151	0.9676
154	0.9612
162	0.9267
173	0.9896
188	0.9565
175	1
169	0.9334
193	0.9283
195	0.9598
200	0.9620
212	0.9156
274	0.9506
1781,11,.tif
292	0.9489
230	0.9808
195	0.9598
176	0.9261
155	0.9092
186	0.9463
202	0.9716
137	0.9117
153	0.9207
129	0.9433
101	0.8506
87	0.9247
124	0.9329
103	0.9521
120	0.9405
114	0.9774
127	0.9396
115	0.8905
104	0.8151
110	0.9675
89	0.9327
101	0.8770
166	0.9398
167	0.9653
159	0.9670
157	0.9447
179	0.9887
170	0.9295
150	0.9362
179	0.9648
223	0.9226
284	0.9664
206	0.9093
131	0.9579
104	0.9315
91	0.8923
84	0.9710
74	0.9338
73	0.8747
61	0.9514
61	0.8494
57	0.8740
45	0.8895
46	0.9721
48	1
35	0.9682
50	1
65	0.9199
47	0.9472
39	0.9996
58	0.9669
59	0.9938
52	0.8824
53	0.8618
61	0.9354
90	0.8997
60	0.8984
53	0.9567
93	0.9119
94	0.9396
87	0.8817
107	0.9584
113	0.9517
253	0.9024
180	0.9069
117	0.9731
69	0.9040
47	1
48	0.9674
42	1
73	0.9416
39	0.9288
35	1
58	0.9431
36	1
28	1
43	1
34	1
26	0.9927
31	1
63	0.9660
52	1
44	0.9762
34	0.8991
34	1
57	0.9433
50	0.9440
53	0.8993
55	0.9502
73	0.8879
45	1
44	1
67	0.9638
106	0.8927
107	0.9584
230	0.9721
204	0.9682
109	0.9345
46	0.8851
66	0.9494
55	0.9333
35	1
48	0.9488
57	0.9269
42	0.9511
51	0.9813
28	1
30	0.8774
59	0.8834
46	0.9271
22	1
25	1
81	0.9227
58	1
48	0.8665
33	0.9652
41	0.9765
36	0.9520
38	0.9740
47	0.9472
65	0.9199
60	0.9757
48	0.9235
58	0.9046
52	0.8824
107	0.9584
105	0.9706
196	0.9428
212	0.9531
84	0.9240
49	0.9875
61	1
47	0.9472
76	0.9445
76	0.9445
74	0.9695
54	0.9329
55	1
31	0.9602
37	1
22	1
25	1
35	1
28	1
26	0.9927
33	0.9652
27	1
52	1
28	1
27	1
33	1
43	1
62	0.9129
74	0.8867
60	0.8984
80	0.8675
39	0.9488
51	0.9813
82	0.9206
245	0.9359
179	0.9418
69	0.9765
56	1
47	1
44	0.9299
51	0.8654
80	0.9586
99	1
39	0.9288
39	0.9095
37	0.8812
29	0.9529
22	1
27	1
45	1
44	0.9964
37	0.9484
46	0.9453
22	1
25	1
28	1
27	0.9674
25	0.9805
45	0.9510
51	0.9206
46	0.9918
50	0.9805
44	0.9964
41	1
43	1
105	0.9235
204	0.9591
151	0.9676
99	0.8707
42	0.9511
66	0.9340
54	1
48	0.9674
40	0.9731
39	1
63	0.9826
41	0.9974
40	1
43	1
92	0.9642
91	0.9868
34	0.8715
34	1
15	1
14	1
49	0.9686
36	0.9736
7	1
0	0
41	0.9285
58	0.9431
42	1
47	0.9933
97	0.9384
117	0.9060
52	0.8824
72	0.8627
123	0.9477
223	0.9718
192	0.9542
72	0.9800
32	1
30	1
46	0.9721
39	0.9288
42	0.9511
39	0.9781
48	0.9674
33	0.9652
47	0.9933
41	0.9285
74	0.9545
93	0.9747
38	0.9530
33	0.9430
16	1
14	1
25	1
42	0.9511
6	1
0	0
30	0.9857
72	0.8948
45	0.9984
64	0.8385
77	0.9717
86	0.9460
49	0.9875
58	0.9046
122	0.9562
210	0.9270
191	0.9718
48	1
38	1
27	0.9674
42	0.9511
77	0.9569
166	0.9738
154	0.9868
29	1
20	1
25	1
50	0.9026
23	1
21	1
124	0.9440
190	0.9352
22	1
37	0.8209
20	1
24	1
33	1
24	1
19	1
66	0.8983
48	0.9488
59	0.9764
68	0.9623
66	0.9718
77	0.9717
86	0.9013
125	1
217	0.9172
169	0.9914
68	0.9468
57	0.9044
37	1
41	0.9765
49	0.9875
151	0.9676
167	0.9900
31	1
22	0.9880
31	0.9602
22	1
23	1
22	1
123	0.9929
159	0.9568
32	1
30	1
27	1
25	1
40	0.9526
33	0.9980
24	1
43	0.9738
47	0.9659
69	0.9392
46	0.9453
74	0.9545
89	0.9459
89	0.8776
141	0.9383
202	0.9497
163	0.9808
37	1
36	0.8758
29	1
27	0.9674
49	0.8845
15	1
16	1
45	0.9702
57	0.9433
22	0.9880
16	1
13	1
14	1
43	0.9540
32	1
36	0.9959
44	0.9299
51	0.9813
28	1
36	0.9520
45	0.9510
38	1
53	0.9156
38	1
38	1
69	0.8900
61	0.9919
71	0.9664
104	0.9031
106	0.8927
209	0.9735
188	0.9343
38	1
24	1
43	0.9738
19	1
38	1
18	1
15	0.8984
47	0.9472
28	1
14	1
17	1
16	1
14	1
41	0.8840
25	0.9295
70	0.8263
48	0.8826
34	0.9944
33	1
30	0.9857
48	1
30	0.9072
60	0.9358
33	0.9980
35	1
57	1
73	0.9072
49	1
93	0.9885
126	0.9479
213	0.9701
203	0.9544
77	0.8772
47	0.9043
58	0.9431
45	0.9069
69	0.9244
43	0.9271
33	0.9980
81	0.9705
73	0.9416
55	0.9748
44	1
30	0.9857
34	0.9405
38	0.9530
24	0.9163
53	0.9567
63	0.9660
54	0.9571
52	0.8983
28	1
25	1
35	0.9465
36	1
60	0.9757
52	0.8824
36	0.9736
38	0.9740
54	0.9163
80	0.9586
104	0.9742
228	0.9637
158	0.9756
50	0.9194
39	0.9288
36	0.9736
46	0.8685
25	0.9545
56	0.9267
48	0.9674
102	0.9256
56	0.9503
65	1
35	1
32	0.9912
31	0.9375
31	1
35	1
67	1
39	0.9095
34	1
62	0.9129
40	0.9058
25	1
28	1
64	0.9057
40	1
48	0.9062
31	1
42	1
83	0.9798
83	0.9455
120	0.9292
188	0.9434
159	0.9670
31	0.9602
51	0.9039
25	1
25	1
37	0.9484
34	0.9716
49	0.9010
39	0.9996
28	1
26	0.9927
51	0.9813
41	0.9285
53	1
18	1
27	1
43	0.9738
28	1
29	1
28	1
59	0.9594
22	1
26	1
61	0.8775
55	0.9928
63	0.9826
64	0.9582
49	0.9428
78	0.9207
96	0.9865
131	0.9314
221	0.9341
137	1
55	0.9502
22	0.9880
46	0.8851
43	0.9271
45	0.8895
39	0.9488
40	1
142	0.9099
34	0.9944
25	1
49	0.9875
24	1
28	0.9200
23	1
20	0.9942
34	1
35	1
58	1
19	0.9163
48	1
27	0.9674
41	0.9974
62	0.8919
36	0.9736
88	0.9223
65	0.8847
67	0.9120
78	0.9346
83	0.8699
96	0.9413
219	0.9544
180	0.9471
39	1
38	0.9530
27	1
45	0.9248
52	0.8110
36	1
71	1
54	0.9929
55	0.9502
47	0.9472
33	0.9652
51	0.9629
45	0.9510
50	0.9620
27	1
35	0.9682
25	1
13	1
11	0.9762
16	1
16	1
68	0.8771
55	1
67	0.9120
55	0.8944
24	1
25	1
57	0.8890
84	0.9240
112	0.9041
226	0.9552
161	0.9444
87	0.9570
41	0.8840
43	0.9738
76	0.8658
91	0.9097
78	0.8886
58	0.9431
70	0.9528
68	1
45	0.9702
45	0.9702
34	1
36	0.9736
39	0.9781
48	0.8665
41	1
39	0.9017
9	1
10	1
16	1
18	1
37	1
47	1
59	0.8688
55	0.8944
26	0.9927
26	0.9927
64	0.9269
95	0.9315
116	0.9648
225	0.9227
197	0.9697
62	0.9507
57	0.8534
46	0.9453
59	1
118	0.9525
99	0.9397
64	0.8574
88	0.8918
41	1
46	0.9453
23	1
56	0.9503
42	0.9055
43	0.9087
43	0.9738
35	0.9465
49	1
35	1
59	1
24	1
52	1
31	1
89	0.9932
34	0.9716
38	1
63	0.9063
94	0.9396
45	0.9510
48	1
108	0.9260
206	0.9382
158	0.9609
61	0.9514
41	0.9974
51	0.9378
79	0.8567
104	0.9437
105	0.9118
63	0.9996
106	0.9323
33	0.8727
20	1
33	0.9430
24	1
34	1
55	1
37	1
57	0.9672
40	0.9731
38	0.9530
63	0.9277
20	0.9942
49	0.9686
51	0.9629
49	0.9875
65	0.9732
35	0.9682
56	0.9674
104	0.9614
45	0.9702
55	0.9675
129	1
233	0.9356
203	0.9332
57	0.8679
37	1
77	0.9226
67	0.9482
129	0.9067
120	0.9246
80	0.8675
62	0.9670
30	0.9857
27	0.9674
47	0.9659
19	1
29	1
29	1
33	1
66	0.9718
56	0.9674
34	1
29	1
44	0.9116
49	1
48	0.9865
51	0.9813
42	0.9511
39	1
56	0.9674
57	0.8890
67	0.8642
82	0.9341
60	1
162	0.9040
124	0.9329
55	0.9928
35	1
62	0.9507
74	0.8554
65	0.9897
108	0.9378
93	0.9425
